CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-01T14:36:13","18 SPCS","SYNCOM 1","1963-004A","EARTH","TEME","UTC","SGP4","2023-01-01T00:29:17.634336","1.16483871","0.07438610","29.3212","298.2011","160.7020","202.2988","0","U","553","999","22007","0.00000000000000","-0.00000117","0.0000000000000","38155.573","1236.223","34615.682","28939.194","PAYLOAD","","US","1963-02-14","AFETR","","3728487","221903472","0 SYNCOM 1","1   553U 63004A   23001.02034299 -.00000117  00000-0  00000+0 0  9990","2   553  29.3212 298.2011 0743861 160.7020 202.2988  1.16483871220073"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-01T17:55:23","18 SPCS","SYNCOM 1","1963-004A","EARTH","TEME","UTC","SGP4","2023-01-01T00:29:17.634336","1.16483871","0.07438610","29.3212","298.2011","160.7020","202.2988","0","U","553","999","2134","0.00000000000000","-0.00000117","0.0000000000000","38155.573","1236.223","34615.682","28939.194","PAYLOAD","","US","1963-02-14","AFETR","","3728759","221911300","0 SYNCOM 1","1 00553U 63004A   23001.02034299 -.00000117  00000-0  00000-0 0  9991","2 00553  29.3212 298.2011 0743861 160.7020 202.2988  1.16483871 21342"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-01T17:55:23","18 SPCS","DELTA 1 R/B","1964-047B","EARTH","TEME","UTC","SGP4","2023-01-01T02:38:56.622048","2.05093725","0.71089170","16.7734","335.5411","70.0395","349.7011","0","U","862","999","23223","0.00000000000000","0.00000166","0.0000000000000","26167.783","702.118","38392.107","1187.188","ROCKET BODY","MEDIUM","US","1964-08-19","AFETR","","3728759","221910309","0 DELTA 1 R/B","1 00862U 64047B   23001.11037757  .00000166  00000-0  00000-0 0  9997","2 00862  16.7734 335.5411 7108917  70.0395 349.7011  2.05093725232235"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-03T02:40:54","18 SPCS","DELTA 1 R/B","1964-047B","EARTH","TEME","UTC","SGP4","2023-01-02T13:45:00.764064","2.05094501","0.71087340","16.7728","335.1361","70.8017","349.5440","0","U","862","999","23226","0.00000000000000","0.00000214","0.0000000000000","26167.717","702.115","38391.516","1187.648","ROCKET BODY","MEDIUM","US","1964-08-19","AFETR","","3729873","222043515","0 DELTA 1 R/B","1 00862U 64047B   23002.57292551  .00000214  00000-0  00000-0 0  9997","2 00862  16.7728 335.1361 7108734  70.8017 349.5440  2.05094501232264"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T07:26:13","18 SPCS","DELTA 1 R/B","1964-047B","EARTH","TEME","UTC","SGP4","2023-01-02T02:02:59.551008","2.05094177","0.71087900","16.7731","335.2711","70.5478","349.5968","0","U","862","999","23255","0.00000000000000","0.00000206","0.0000000000000","26167.744","702.116","38391.709","1187.509","ROCKET BODY","MEDIUM","US","1964-08-19","AFETR","","3729167","221998402","0 DELTA 1 R/B","1   862U 64047B   23002.08541147  .00000206  00000-0  00000+0 0  9991","2   862  16.7731 335.2711 7108790  70.5478 349.5968  2.05094177232554"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T17:42:09","18 SPCS","DELTA 1 R/B","1964-047B","EARTH","TEME","UTC","SGP4","2023-01-02T02:02:59.551008","2.05094177","0.71087900","16.7731","335.2711","70.5478","349.5968","0","U","862","999","23225","0.00000000000000","0.00000206","0.0000000000000","26167.744","702.116","38391.709","1187.509","ROCKET BODY","MEDIUM","US","1964-08-19","AFETR","","3729583","222009472","0 DELTA 1 R/B","1 00862U 64047B   23002.08541147  .00000206  00000-0  00000-0 0  9992","2 00862  16.7731 335.2711 7108790  70.5478 349.5968  2.05094177232251"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T15:06:13","18 SPCS","TITAN 3C TRANSTAGE R/B","1965-108A","EARTH","TEME","UTC","SGP4","2023-01-02T11:00:49.091328","3.87813633","0.60812650","26.8602","53.0128","32.0924","353.5945","0","U","1863","999","31882","0.00165190000000","0.00003404","0.0000000000000","17112.750","371.312","21141.331","327.898","ROCKET BODY","LARGE","US","1965-12-21","AFETR","","3729427","222004177","0 TITAN 3C TRANSTAGE R/B","1  1863U 65108A   23002.45890152  .00003404  00000-0  16519-2 0  9994","2  1863  26.8602  53.0128 6081265  32.0924 353.5945  3.87813633318829"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T17:42:09","18 SPCS","TITAN 3C TRANSTAGE R/B","1965-108A","EARTH","TEME","UTC","SGP4","2023-01-02T11:00:49.091328","3.87813633","0.60812650","26.8602","53.0128","32.0924","353.5945","0","U","1863","999","31865","0.00165190000000","0.00003404","0.0000000000000","17112.750","371.312","21141.331","327.898","ROCKET BODY","LARGE","US","1965-12-21","AFETR","","3729583","222010227","0 TITAN 3C TRANSTAGE R/B","1 01863U 65108A   23002.45890152  .00003404  00000-0  16519-2 0  9994","2 01863  26.8602  53.0128 6081265  32.0924 353.5945  3.87813633318650"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-01T15:06:13","18 SPCS","TITAN 3C TRANSTAGE R/B","1965-108A","EARTH","TEME","UTC","SGP4","2023-01-01T10:15:48.989376","3.87806500","0.60814420","26.8597","53.7461","30.8686","353.8548","0","U","1863","999","31878","0.00153820000000","0.00003183","0.0000000000000","17112.959","371.319","21141.971","327.677","ROCKET BODY","LARGE","US","1965-12-21","AFETR","","3728563","221904881","0 TITAN 3C TRANSTAGE R/B","1  1863U 65108A   23001.42765034  .00003183  00000-0  15382-2 0  9991","2  1863  26.8597  53.7461 6081442  30.8686 353.8548  3.87806500318789"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-01T17:55:23","18 SPCS","TITAN 3C TRANSTAGE R/B","1965-108A","EARTH","TEME","UTC","SGP4","2023-01-01T10:15:48.989376","3.87806500","0.60814420","26.8597","53.7461","30.8686","353.8548","0","U","1863","999","31861","0.00153820000000","0.00003183","0.0000000000000","17112.959","371.319","21141.971","327.677","ROCKET BODY","LARGE","US","1965-12-21","AFETR","","3728759","221910575","0 TITAN 3C TRANSTAGE R/B","1 01863U 65108A   23001.42765034  .00003183  00000-0  15382-2 0  9991","2 01863  26.8597  53.7461 6081442  30.8686 353.8548  3.87806500318611"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-01T14:36:13","18 SPCS","DELTA 1 R/B(2)","1967-001D","EARTH","TEME","UTC","SGP4","2023-01-01T06:46:44.275296","3.85467678","0.61179090","25.8655","68.3483","205.6231","103.5610","0","U","2643","999","70569","0.00437720000000","0.00016800","0.0000000000000","17182.111","373.572","21315.836","292.117","ROCKET BODY","MEDIUM","US","1967-01-11","AFETR","","3728484","221903416","0 DELTA 1 R/B(2)","1  2643U 67001D   23001.28245689  .00016800  00000-0  43772-2 0  9999","2  2643  25.8655  68.3483 6117909 205.6231 103.5610  3.85467678705699"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T02:38:49","18 SPCS","DELTA 1 R/B(2)","1967-001D","EARTH","TEME","UTC","SGP4","2023-01-01T19:12:16.697664","3.85487654","0.61177310","25.8676","67.9801","206.2476","102.0328","0","U","2643","999","70574","0.00450080000000","0.00017242","0.0000000000000","17181.518","373.553","21314.573","292.192","ROCKET BODY","MEDIUM","US","1967-01-11","AFETR","","3728952","221967699","0 DELTA 1 R/B(2)","1 02643U 67001D   23001.80019326  .00017242  00000-0  45008-2 0  9999","2 02643  25.8676  67.9801 6117731 206.2476 102.0328  3.85487654705744"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-01T17:55:23","18 SPCS","DELTA 1 R/B(2)","1967-001D","EARTH","TEME","UTC","SGP4","2023-01-01T06:46:44.743584","3.85468614","0.61178940","25.8668","68.3505","205.6202","103.5684","0","U","2643","999","70572","0.00447570000000","0.00017179","0.0000000000000","17182.084","373.571","21315.765","292.132","ROCKET BODY","MEDIUM","US","1967-01-11","AFETR","","3728759","221909839","0 DELTA 1 R/B(2)","1 02643U 67001D   23001.28246231  .00017179  00000-0  44757-2 0  9997","2 02643  25.8668  68.3505 6117894 205.6202 103.5684  3.85468614705725"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T14:46:14","18 SPCS","DELTA 1 R/B(2)","1967-001D","EARTH","TEME","UTC","SGP4","2023-01-02T07:37:47.157024","3.85505528","0.61176120","25.8677","67.6064","206.8803","100.5049","0","U","2643","999","70573","0.00476190000000","0.00018245","0.0000000000000","17180.987","373.535","21313.513","292.191","ROCKET BODY","MEDIUM","US","1967-01-11","AFETR","","3729352","222002800","0 DELTA 1 R/B(2)","1  2643U 67001D   23002.31790691  .00018245  00000-0  47619-2 0  9991","2  2643  25.8677  67.6064 6117612 206.8803 100.5049  3.85505528705734"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T17:42:09","18 SPCS","DELTA 1 R/B(2)","1967-001D","EARTH","TEME","UTC","SGP4","2023-01-02T07:37:47.157024","3.85505528","0.61176120","25.8677","67.6064","206.8803","100.5049","0","U","2643","999","70576","0.00476190000000","0.00018245","0.0000000000000","17180.987","373.535","21313.513","292.191","ROCKET BODY","MEDIUM","US","1967-01-11","AFETR","","3729583","222010002","0 DELTA 1 R/B(2)","1 02643U 67001D   23002.31790691  .00018245  00000-0  47619-2 0  9991","2 02643  25.8677  67.6064 6117612 206.8803 100.5049  3.85505528705767"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-03T02:40:54","18 SPCS","DELTA 1 R/B(2) *","1967-094C","EARTH","TEME","UTC","SGP4","2023-01-02T17:35:59.171136","3.11031564","0.66234850","28.0737","141.6701","82.8066","342.7209","0","U","2971","999","51983","0.00180430000000","0.00003545","0.0000000000000","19824.346","462.976","26576.837","315.585","ROCKET BODY","LARGE","US","1967-09-28","AFETR","","3729873","222042805","0 DELTA 1 R/B(2) *","1 02971U 67094C   23002.73332374  .00003545  00000-0  18043-2 0  9999","2 02971  28.0737 141.6701 6623485  82.8066 342.7209  3.11031564519839"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T02:38:49","18 SPCS","DELTA 1 R/B(2) *","1967-094C","EARTH","TEME","UTC","SGP4","2023-01-01T18:27:25.965792","3.11024889","0.66233970","28.0739","142.1846","81.9691","343.0208","0","U","2971","999","51980","0.00179250000000","0.00003452","0.0000000000000","19824.629","462.985","26577.134","315.855","ROCKET BODY","LARGE","US","1967-09-28","AFETR","","3728952","221966959","0 DELTA 1 R/B(2) *","1 02971U 67094C   23001.76905053  .00003452  00000-0  17925-2 0  9996","2 02971  28.0739 142.1846 6623397  81.9691 343.0208  3.11024889519805"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-01T23:26:13","18 SPCS","DELTA 1 R/B(2) *","1967-094C","EARTH","TEME","UTC","SGP4","2023-01-01T18:27:25.965792","3.11024889","0.66233970","28.0739","142.1846","81.9691","343.0208","0","U","2971","999","51987","0.00179250000000","0.00003452","0.0000000000000","19824.629","462.985","26577.134","315.855","ROCKET BODY","LARGE","US","1967-09-28","AFETR","","3728841","221964402","0 DELTA 1 R/B(2) *","1  2971U 67094C   23001.76905053  .00003452  00000-0  17925-2 0  9996","2  2971  28.0739 142.1846 6623397  81.9691 343.0208  3.11024889519872"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-03T02:40:54","18 SPCS","ATLAS CENTAUR R/B","1969-069B","EARTH","TEME","UTC","SGP4","2023-01-02T17:29:32.131968","2.04802672","0.67147380","16.4359","211.8988","71.7193","346.8672","0","U","4069","999","39935","0.00000000000000","0.00000184","0.0000000000000","26192.569","703.116","37402.058","2226.810","ROCKET BODY","LARGE","US","1969-08-12","AFETR","","3729873","222042829","0 ATLAS CENTAUR R/B","1 04069U 69069B   23002.72884412  .00000184  00000-0  00000-0 0  9995","2 04069  16.4359 211.8988 6714738  71.7193 346.8672  2.04802672399356"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T02:38:49","18 SPCS","ATLAS CENTAUR R/B","1969-069B","EARTH","TEME","UTC","SGP4","2023-01-01T18:03:31.538304","2.04802220","0.67147470","16.4377","212.1409","71.2845","346.9819","0","U","4069","999","39933","0.00000000000000","0.00000176","0.0000000000000","26192.607","703.117","37402.146","2226.799","ROCKET BODY","LARGE","US","1969-08-12","AFETR","","3728952","221966983","0 ATLAS CENTAUR R/B","1 04069U 69069B   23001.75244836  .00000176  00000-0  00000-0 0  9998","2 04069  16.4377 212.1409 6714747  71.2845 346.9819  2.04802220399338"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T22:56:13","18 SPCS","ATLAS CENTAUR R/B","1969-069B","EARTH","TEME","UTC","SGP4","2023-01-02T17:29:32.131968","2.04802672","0.67147380","16.4359","211.8988","71.7193","346.8672","0","U","4069","999","39951","0.00000000000000","0.00000184","0.0000000000000","26192.569","703.116","37402.058","2226.810","ROCKET BODY","LARGE","US","1969-08-12","AFETR","","3729643","222036091","0 ATLAS CENTAUR R/B","1  4069U 69069B   23002.72884412  .00000184  00000-0  00000+0 0  9994","2  4069  16.4359 211.8988 6714738  71.7193 346.8672  2.04802672399514"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-01T17:55:23","18 SPCS","DELTA 1 R/B","1970-003B","EARTH","TEME","UTC","SGP4","2023-01-01T10:03:06.331392","3.16449860","0.65721720","28.1506","34.9873","359.2915","0.1961","0","U","4298","999","52309","0.00163320000000","0.00002109","0.0000000000000","19597.405","455.048","26099.022","339.518","ROCKET BODY","LARGE","US","1970-01-15","AFETR","","3728759","221910631","0 DELTA 1 R/B","1 04298U 70003B   23001.41882328  .00002109  00000-0  16332-2 0  9994","2 04298  28.1506  34.9873 6572172 359.2915   0.1961  3.16449860523092"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T14:46:14","18 SPCS","DELTA 1 R/B","1970-003B","EARTH","TEME","UTC","SGP4","2023-01-02T08:48:05.343264","3.16453996","0.65720760","28.1520","34.4800","0.1211","0.0721","0","U","4298","999","52318","0.00158330000000","0.00002105","0.0000000000000","19597.234","455.042","26098.551","339.648","ROCKET BODY","LARGE","US","1970-01-15","AFETR","","3729353","222002305","0 DELTA 1 R/B","1  4298U 70003B   23002.36672851  .00002105  00000-0  15833-2 0  9998","2  4298  28.1520  34.4800 6572076   0.1211   0.0721  3.16453996523185"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T17:42:09","18 SPCS","DELTA 1 R/B","1970-003B","EARTH","TEME","UTC","SGP4","2023-01-02T08:48:05.345856","3.16453789","0.65720780","28.1516","34.4802","0.1209","0.0723","0","U","4298","999","52312","0.00147320000000","0.00001951","0.0000000000000","19597.243","455.043","26098.569","339.647","ROCKET BODY","LARGE","US","1970-01-15","AFETR","","3729583","222010283","0 DELTA 1 R/B","1 04298U 70003B   23002.36672854  .00001951  00000-0  14732-2 0  9996","2 04298  28.1516  34.4802 6572078   0.1209   0.0723  3.16453789523127"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-03T02:40:54","18 SPCS","DELTA 1 R/B","1970-021B","EARTH","TEME","UTC","SGP4","2023-01-02T09:08:21.515712","3.40989771","0.64223390","25.4085","32.4213","199.7556","115.0249","0","U","4354","999","33438","0.00160790000000","0.00004902","0.0000000000000","18645.510","422.300","24242.154","292.597","ROCKET BODY","LARGE","US","1970-03-20","AFETR","","3729873","222042838","0 DELTA 1 R/B","1 04354U 70021B   23002.38080458  .00004902  00000-0  16079-2 0  9999","2 04354  25.4085  32.4213 6422339 199.7556 115.0249  3.40989771334389"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T02:38:49","18 SPCS","DELTA 1 R/B","1970-021B","EARTH","TEME","UTC","SGP4","2023-01-01T19:05:49.032960","3.40984911","0.64224520","25.4069","32.7787","199.1459","116.7882","0","U","4354","999","33436","0.00143140000000","0.00004329","0.0000000000000","18645.687","422.306","24242.656","292.449","ROCKET BODY","LARGE","US","1970-03-20","AFETR","","3728952","221966992","0 DELTA 1 R/B","1 04354U 70021B   23001.79570640  .00004329  00000-0  14314-2 0  9993","2 04354  25.4069  32.7787 6422452 199.1459 116.7882  3.40984911334362"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T00:56:12","18 SPCS","DELTA 1 R/B","1970-021B","EARTH","TEME","UTC","SGP4","2023-01-01T19:05:49.032960","3.40984911","0.64224520","25.4069","32.7787","199.1459","116.7882","0","U","4354","999","33433","0.00143140000000","0.00004329","0.0000000000000","18645.687","422.306","24242.656","292.449","ROCKET BODY","LARGE","US","1970-03-20","AFETR","","3728882","221965292","0 DELTA 1 R/B","1  4354U 70021B   23001.79570640  .00004329  00000-0  14314-2 0  9993","2  4354  25.4069  32.7787 6422452 199.1459 116.7882  3.40984911334339"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-01T17:55:23","18 SPCS","DELTA 1 R/B","1970-021B","EARTH","TEME","UTC","SGP4","2023-01-01T05:03:17.395200","3.40979637","0.64225380","25.4061","33.1360","198.5358","118.5738","0","U","4354","999","33434","0.00130520000000","0.00003914","0.0000000000000","18645.880","422.313","24243.132","292.358","ROCKET BODY","LARGE","US","1970-03-20","AFETR","","3728759","221911120","0 DELTA 1 R/B","1 04354U 70021B   23001.21061800  .00003914  00000-0  13052-2 0  9990","2 04354  25.4061  33.1360 6422538 198.5358 118.5738  3.40979637334349"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-01T17:55:23","18 SPCS","OPS 5960","1970-093A","EARTH","TEME","UTC","SGP4","2023-01-01T09:40:05.373408","1.20217334","0.14024350","13.0087","59.7965","224.0417","115.5255","0","U","4630","999","22865","0.00000000000000","-0.00000148","0.0000000000000","37361.455","1197.831","36223.021","25743.619","PAYLOAD","LARGE","US","1970-11-06","AFETR","","3728759","221910640","0 OPS 5960","1 04630U 70093A   23001.40283997 -.00000148  00000-0  00000-0 0  9994","2 04630  13.0087  59.7965 1402435 224.0417 115.5255  1.20217334228654"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-01T14:56:13","18 SPCS","OPS 5960","1970-093A","EARTH","TEME","UTC","SGP4","2023-01-01T09:40:05.373408","1.20217334","0.14024350","13.0087","59.7965","224.0417","115.5255","0","U","4630","999","22864","0.00000000000000","-0.00000148","0.0000000000000","37361.455","1197.831","36223.021","25743.619","PAYLOAD","LARGE","US","1970-11-06","AFETR","","3728557","221904487","0 OPS 5960","1  4630U 70093A   23001.40283997 -.00000148  00000-0  00000+0 0  9993","2  4630  13.0087  59.7965 1402435 224.0417 115.5255  1.20217334228643"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T17:42:09","18 SPCS","OPS 5960","1970-093A","EARTH","TEME","UTC","SGP4","2023-01-02T06:55:42.555072","1.20217329","0.14023780","13.0104","59.7795","224.0807","138.8945","0","U","4630","999","22867","0.00000000000000","-0.00000150","0.0000000000000","37361.456","1197.831","36222.809","25743.833","PAYLOAD","LARGE","US","1970-11-06","AFETR","","3729583","222010292","0 OPS 5960","1 04630U 70093A   23002.28868698 -.00000150  00000-0  00000-0 0  9991","2 04630  13.0104  59.7795 1402378 224.0807 138.8945  1.20217329228674"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-01T07:36:13","18 SPCS","TITAN 3C TRANSTAGE R/B","1970-093B","EARTH","TEME","UTC","SGP4","2023-01-01T03:17:45.776832","1.20232136","0.14081640","13.0180","59.4517","224.1659","130.2660","0","U","4632","999","12720","0.00000000000000","-0.00000148","0.0000000000000","37358.388","1197.683","36240.927","25719.580","ROCKET BODY","LARGE","US","1970-11-06","AFETR","","3728241","221897690","0 TITAN 3C TRANSTAGE R/B","1  4632U 70093B   23001.13733538 -.00000148  00000-0  00000+0 0  9996","2  4632  13.0180  59.4517 1408164 224.1659 130.2660  1.20232136127204"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-01T17:55:23","18 SPCS","TITAN 3C TRANSTAGE R/B","1970-093B","EARTH","TEME","UTC","SGP4","2023-01-01T03:17:45.776832","1.20232136","0.14081640","13.0180","59.4517","224.1659","130.2660","0","U","4632","999","12722","0.00000000000000","-0.00000148","0.0000000000000","37358.388","1197.683","36240.927","25719.580","ROCKET BODY","LARGE","US","1970-11-06","AFETR","","3728759","221910891","0 TITAN 3C TRANSTAGE R/B","1 04632U 70093B   23001.13733538 -.00000148  00000-0  00000-0 0  9997","2 04632  13.0180  59.4517 1408164 224.1659 130.2660  1.20232136127226"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T02:38:49","18 SPCS","TITAN 3C TRANSTAGE R/B","1970-093B","EARTH","TEME","UTC","SGP4","2023-01-01T13:40:19.814592","1.20232126","0.14081410","13.0188","59.4435","224.1849","317.3924","0","U","4632","999","12722","0.00000000000000","-0.00000149","0.0000000000000","37358.390","1197.683","36240.844","25719.667","ROCKET BODY","LARGE","US","1970-11-06","AFETR","","3728952","221968751","0 TITAN 3C TRANSTAGE R/B","1 04632U 70093B   23001.56967378 -.00000149  00000-0  00000-0 0  9996","2 04632  13.0188  59.4435 1408141 224.1849 317.3924  1.20232126127229"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-03T02:40:54","18 SPCS","TITAN 3C TRANSTAGE R/B","1970-093B","EARTH","TEME","UTC","SGP4","2023-01-02T19:27:36.423072","1.20232121","0.14080570","13.0212","59.4196","224.2387","134.5995","0","U","4632","999","12724","0.00000000000000","-0.00000150","0.0000000000000","37358.391","1197.683","36240.531","25719.982","ROCKET BODY","LARGE","US","1970-11-06","AFETR","","3729873","222042594","0 TITAN 3C TRANSTAGE R/B","1 04632U 70093B   23002.81083823 -.00000150  00000-0  00000-0 0  9991","2 04632  13.0212  59.4196 1408057 224.2387 134.5995  1.20232121127249"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T17:42:09","18 SPCS","TITAN 3C TRANSTAGE R/B","1970-093B","EARTH","TEME","UTC","SGP4","2023-01-01T22:31:15.264768","1.20232127","0.14081140","13.0195","59.4364","224.2009","116.9738","0","U","4632","999","12722","0.00000000000000","-0.00000150","0.0000000000000","37358.390","1197.683","36240.742","25719.768","ROCKET BODY","LARGE","US","1970-11-06","AFETR","","3729583","222008551","0 TITAN 3C TRANSTAGE R/B","1 04632U 70093B   23001.93837112 -.00000150  00000-0  00000-0 0  9991","2 04632  13.0195  59.4364 1408114 224.2009 116.9738  1.20232127127224"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T17:42:09","18 SPCS","ATLAS CENTAUR R/B","1971-006B","EARTH","TEME","UTC","SGP4","2023-01-02T07:50:42.299808","2.20684426","0.71666270","28.0882","303.5193","110.8908","8.4373","0","U","4882","999","41532","0.00209400000000","-0.00000063","0.0000000000000","24920.345","652.515","36401.692","682.728","ROCKET BODY","LARGE","US","1971-01-26","AFETR","","3729583","222009316","0 ATLAS CENTAUR R/B","1 04882U 71006B   23002.32687847 -.00000063  00000-0  20940-2 0  9995","2 04882  28.0882 303.5193 7166627 110.8908   8.4373  2.20684426415322"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T14:46:14","18 SPCS","ATLAS CENTAUR R/B","1971-006B","EARTH","TEME","UTC","SGP4","2023-01-02T07:50:42.299808","2.20684426","0.71666270","28.0882","303.5193","110.8908","8.4373","0","U","4882","999","41852","0.00209400000000","-0.00000063","0.0000000000000","24920.345","652.515","36401.692","682.728","ROCKET BODY","LARGE","US","1971-01-26","AFETR","","3729354","222002823","0 ATLAS CENTAUR R/B","1  4882U 71006B   23002.32687847 -.00000063  00000-0  20940-2 0  9995","2  4882  28.0882 303.5193 7166627 110.8908   8.4373  2.20684426418527"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T17:42:09","18 SPCS","TITAN 34B AGENA D R/B","1971-021B","EARTH","TEME","UTC","SGP4","2023-01-01T16:50:33.855936","2.19919326","0.69678160","63.4301","209.5926","270.4467","17.0877","0","U","5054","999","2934","-0.00181650000000","0.00000223","0.0000000000000","24978.110","654.786","36004.263","1195.688","ROCKET BODY","LARGE","US","1971-03-21","AFWTR","","3729583","222009325","0 TITAN 34B AGENA D R/B","1 05054U 71021B   23001.70178074  .00000223  00000-0 -18165-2 0  9996","2 05054  63.4301 209.5926 6967816 270.4467  17.0877  2.19919326 29349"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T04:16:14","18 SPCS","TITAN 34B AGENA D R/B","1971-021B","EARTH","TEME","UTC","SGP4","2023-01-01T16:50:33.855936","2.19919326","0.69678160","63.4301","209.5926","270.4467","17.0877","0","U","5054","999","2934","-0.00181650000000","0.00000223","0.0000000000000","24978.110","654.786","36004.263","1195.688","ROCKET BODY","LARGE","US","1971-03-21","AFWTR","","3729053","221995799","0 TITAN 34B AGENA D R/B","1  5054U 71021B   23001.70178074  .00000223  00000-0 -18165-2 0  9996","2  5054  63.4301 209.5926 6967816 270.4467  17.0877  2.19919326 29349"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-03T02:40:54","18 SPCS","ATLAS CENTAUR R/B","1972-003B","EARTH","TEME","UTC","SGP4","2023-01-02T18:25:11.574048","2.20902526","0.71951520","28.6240","6.7359","314.3702","315.1277","0","U","5816","999","41046","0.00205960000000","-0.00000108","0.0000000000000","24903.940","651.871","36444.568","607.042","ROCKET BODY","LARGE","US","1972-01-23","AFETR","","3729873","222043141","0 ATLAS CENTAUR R/B","1 05816U 72003B   23002.76749507 -.00000108  00000-0  20596-2 0  9998","2 05816  28.6240   6.7359 7195152 314.3702 315.1277  2.20902526410463"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-01T17:55:23","18 SPCS","DELTA 1 DEB","1970-021C","EARTH","TEME","UTC","SGP4","2023-01-01T00:49:59.803680","3.15090179","0.66136350","25.4126","229.4188","237.5184","41.7153","0","U","5975","999","33226","0.00134650000000","0.00004798","0.0000000000000","19653.743","457.012","26273.876","277.340","DEBRIS","LARGE","US","1970-03-20","AFETR","","3728759","221910938","0 DELTA 1 DEB","1 05975U 70021C   23001.03471995  .00004798  00000-0  13465-2 0  9999","2 05975  25.4126 229.4188 6613635 237.5184  41.7153  3.15090179332264"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2023-01-02T17:42:09","18 SPCS","DELTA 1 DEB *","1967-001S","EARTH","TEME","UTC","SGP4","2023-01-02T04:54:28.106208","2.86881292","0.67237630","26.6624","14.5582","21.4600","356.9342","0","U","5987","999","34236","0.00150910000000","0.00000354","0.0000000000000","20921.863","501.950","28611.093","476.363","DEBRIS","MEDIUM","US","1967-01-11","AFETR","","3729583","222009840","0 DELTA 1 DEB *","1 05987U 67001S   23002.20449197  .00000354  00000-0  15091-2 0  9996","2 05987  26.6624  14.5582 6723763  21.4600 356.9342  2.86881292342365"
